Datum;Text;likes;retweets;replys;Uhrzeit des Tweets;Wochentag
2021-06-02;wichtige studie charité mit @sander_lab zur impfstrategie astrazeneca erstimpfung und biontech zweitimpfung nach 10-12 wochen. diese kombi wird gut vertragen und wirkt noch etwas stärker als doppelte biontech impfung. die kombination kann man empfehlen https://t.co/xaloxovuv2;2633;357;216;23:41:54;Mittwoch
2021-06-02;immer wieder wird strittig gestellt, ob delta variante b1.617.2, ursprung indien, überhaupt ansteckender ist. in den uk zeigt sich das ganz klar mittlerweile. die abschätzung „20% ansteckender als b117“ (britische variante) ist wahrscheinlich eine unterschätzung. https://t.co/blbxbunmzk;1066;149;129;17:49:15;Mittwoch
2021-06-02;dem ist nur zuzustimmen. späte nebenwirkungen, jahre nach der impfung, sind eine rarität. kinder kein impfangebot zu machen bedeutet im herbst, viele kinder über die erkrankung zu impfen. https://t.co/9sddlckmx6;1564;213;251;17:33:06;Mittwoch
2021-06-02;hier eine kurze begründung weshalb ich kindern ein sonderkontingent impfstoff geben würde, auch wenn dies die impfung von erwachsenen ohne priorität um ca 2 wochen verzögern würde. es muss uns gelingen, den regulären unterricht im herbst wieder abzusichern https://t.co/nwr5bfpnwz;2690;244;580;11:56:37;Mittwoch
2021-06-01;diskutiere mit @igorpianist im zug über pandemie, freundschaft in krisenzeiten und bedrohungen durch menschen ohne ehre und verstand. https://t.co/lcnnlqpjxf;12138;257;565;21:49:40;Dienstag
2021-06-01;bin heute abend 23:15 uhr bei markus lanz zu gast. kommentare vorher und nachher sehr willkommen. https://t.co/ly5cn9c8i1;2947;121;1052;16:27:49;Dienstag
2021-06-01;akzeptiert! https://t.co/nfu4vuta8y;664;10;20;14:45:17;Dienstag
2021-06-01;(2) im herbst werden viele der nicht geimpften schwer erkranken. das gleiche sieht man jetzt auch in den us in staaten mit geringer impfbereitschaft. ich rechne damit, dass nach wiederanstieg der fälle im herbst die impfbereitschaft noch einen starken schub bekommen wird;1702;128;196;14:43:51;Dienstag
2021-06-01;(1) in uk gibt es schlechte nachrichten zur steigerung der fallzahlen und krankenhausfälle durch indische variante b1.617.2. die gute nachricht aber ist: impfungen senken risiko der krankenhauseinweisung um mehr als 90%. das bedeutet für uns: im herbst kommt diese variante zu uns https://t.co/zjdpytuga0;1910;267;168;14:43:51;Dienstag
2021-06-01;die no covid strategie hat zehntausenden menschen das leben gerettet. sie war nie als alternative zum impfen konzipiert. ein grund zur schadenfreude besteht ganz sicher nicht. https://t.co/kvlelewp27;3137;212;172;14:16:53;Dienstag
2021-06-01;(2) dazu kommen die unerträglichen humanitären verluste. wir können moralisch auch kaum erwarten, dass wir arme länder bei covid im stich lassen, sie aber beim klimawandel auf unseren wunsch auf wachstum durch kohlestrom und abholzung von regenwäldern verzichten werden.;1675;102;33;10:53:49;Dienstag
2021-06-01;(1) der plan, 50 milliarden $ für beendigung der coronapandemie weltweit einzusetzen, ist eigentlich ohne alternative. selbst für die geberländer ist die rendite gewaltiger als bei jeder anderen investition. 10 bis 50 fach kommt heraus, was man investiert https://t.co/tr3kmgdsjt;2293;263;84;10:53:48;Dienstag
2021-05-31;wer lust hat auf interview für junge zuschauer: kommentare willkommen https://t.co/dbpd7eb6qy via @youtube https://t.co/cwloy13si5;2896;102;150;20:56:12;Montag
2021-05-31;studie aus paris zeigt, dass bei indischer variante genesene und biontech geimpfte deutlich schlechter geschützt sind. aber impfung dürfte trotzdem ausreichen, um schwere krankheit zu verhindern. einmalige astrazeneca impfung bringt jedoch kaum schutz https://t.co/wyhrbgm9oy;2029;428;401;16:26:18;Montag
2021-05-31;präsenzunterricht muss ziel im herbst sein. auch jetzt ist er bereits wieder vertretbar. aber absichern kann man ihn für kommendes schuljahr nur mit impfung der kinder. sonst würden zu viele kinder und eltern erkranken. dass muss man früh kommunizieren https://t.co/nsrf8urolu;1538;126;815;15:01:55;Montag
2021-05-31;gute darstellung der eigenschaften der varianten. die gau variante wäre eine kombination der indischen und der südafrikanischen variante, maximale übertragung und resistenz. das wäre langfristig möglich, ist aber kurzfristig unwahrscheinlich. https://t.co/cz8j2tndtc;796;97;102;13:06:39;Montag
2021-05-31;jetzt beginnt ein wettlauf: impfen wir schnell genug, so dass coronavirus nicht mehr genug fälle für mutationen hat? oder gibt es genug fälle trotz impfung so dass mutationen gegen impfung entstehen können? es hilft im moment der sommer. im herbst muss impfschutz stehen. https://t.co/2jnixoyrzd;2399;235;163;12:46:57;Montag
2021-05-31;immer wieder wird datenschutz vorgeschoben, wenn bei der coronabekämpfung etwas nicht funktioniert. in fast alle fällen entspricht dies nicht der wahrheit. gute kontrolle genau so wie funktionierende apps gehen auch mit datenschutz. https://t.co/sjwxkwai0o;1703;146;47;12:41:10;Montag
2021-05-31;wenn sich daten aus israel übertragen lassen, und so sieht es aus, ist pandemie in deutschland zunächst gestoppt, wenn 80% der erwachsenen geimpft sind. das ist erreichbares ziel. kinder braucht man nicht für herdenimmunität. sie sollten trotzdem geimpft werden, zum eigene schutz https://t.co/le7qaurzzy;2228;163;193;01:42:49;Montag
2021-05-31;in der bundesnotbremse war zb eine testpflicht enthalten, mit der wahrscheinlich sehr viele superspreader früh entdeckt und isoliert wurden. weshalb nicht einfach zu den entscheidungen stehen, die man zurecht getroffen hat? muss man sich vor querdenkern klein machen? https://t.co/rwepwbjftp;4227;234;279;01:28:21;Montag
2021-05-30;fleisch- und wurstlastige ernährung in deutschland ist ungesund und mit pariser klimaabkommen unvereinbar. gleichzeitig erhöht abholzung des regenwaldes für rinderzucht pandemierisiko. trotzdem fehlt uns mut, politisch etwas zu verändern. umweltmikado: wer sich bewegt verliert https://t.co/d3xacvfztx;5858;609;725;21:15:19;Sonntag
2021-05-30;arbeitsbedingungen in der pflege müssen sich drastisch bessern. in den nächsten jahren werden immer mehr menschen der generation baby boomer intensivpflege benötigen. gleichzeitig sinkt zahl der berufseinsteiger. ohne bessere bezahlung und arbeitsbedingungen droht ein notstand https://t.co/vujb3qt4td;2722;274;319;18:10:57;Sonntag
2021-05-29;in uk steigt fallzahl wieder leicht wegen indischer variante b1.617.2. aber fälle betreffen zu 70% nicht geimpfte oder geimpfte nach 1. dosis. astrazeneca schützt zu ca 60% vor der erkrankung. biontech zu fast 90%. die aufhebung von uk als quarantäne variantengebiet wäre falsch https://t.co/0pwbtoozix;1502;148;184;13:48:43;Samstag
2021-05-29;die entwicklung in asien zeigt, dass nur über impfungen ein ende der pandemie kommen kann. es war übrigens immer falsch, wenn vorgetragen wurde, dass app-kontrolle ohne datenschutz den erfolg asiatischer länder erklären würde. die feinde des datenschutzes lagen immer falsch. https://t.co/0xmquciekv;1856;222;206;12:45:01;Samstag
2021-05-29;danke an @die_insider für die unterstützung. ich habe den schutz den ich brauche. aber wie stark eingeschränkt jüdisches leben in deutschland sein muss wird einem klar, wenn man solche anfeindungen lesen muss. #wirgegenhass müssen zusammenhalten https://t.co/k5inuw2skf;6584;509;191;12:29:15;Samstag
2021-05-28;liebe frau @alice_weidel. jeder platz auf der spd liste ist mehr wert als spitzenplätze auf der liste einer partei, die hass und hetze in den bundestag getragen hat. https://t.co/9eudyz7iwp;34580;1941;1193;22:59:45;Freitag
2021-05-28;seit monaten werde ich von antisemiten und nazis beschimpft und bedroht. meine solidarität gilt denen, die das seit jahren ertragen. ich hoffe, daß es uns bald gelingt, mit demokratischen mitteln kanäle, im wahrsten sinne des wortes, wie den von „attila“ hildmann trocken zu legen https://t.co/7qqsrq51x2;9920;712;585;13:55:44;Freitag
2021-05-28;hier zeigt sich die wirkung der impfung extrem klar. in bolton uk erreicht durch die indische variante die inzidenz das niveau der 2. welle. weil die meisten älteren geimpft sind liegt sterberate aber 75% niedriger. auch noch hoch, aber durch gezielte impfkampagnen reduzierbar. https://t.co/c8dyxybhoa;1146;127;109;09:41:59;Freitag
2021-05-27;hier mein podcast mit dem @ksta über impfungen, varianten und öffnungen im sommer. kommentare willkommen https://t.co/tywr29ywto;728;61;98;22:10:35;Donnerstag
2021-05-27;wer sich amüsieren möchte auf meine kosten: hier mache ich den spielverderber für @carolinkebekus kommentare willkommen😉 https://t.co/xknrwtomuf;23562;2657;1762;16:01:44;Donnerstag
2021-05-27;bisher spielt indische variante kaum eine rolle in deutschland. wie wichtig es ist, sie zu verhindern bis zum erreichen einer hohen impfquote, zeigen studien: mit den lockdowns aus 2020 und 2021 hätte man diese variante kaum aufgehalten. daher sind überstürzte lockerungen riskant https://t.co/selwy6skvi;1874;195;238;15:06:53;Donnerstag
2021-05-26;obwohl ich selbst betroffen bin: ich finde die vorschläge von @a_watch richtig. es wäre besser, wenn die genaue höhe der nebeneinkünfte veröffentlicht würden und die fristen kontrolliert würden. https://t.co/8jv5amx1pi;5156;310;325;19:44:55;Mittwoch
2021-05-26;auch wenn sich damit impffortschritt für erwachsene um 2 wochen verzögert sollten wir kindern ab 12 nach der zulassung schnellstens die impfstoffe von biontech und moderna anbieten. weiterer unterrichtsausfall im herbst muss auf jeden fall vermieden werden https://t.co/ga6fhr09ya;3036;260;991;19:09:54;Mittwoch
2021-05-26;das ist wirklich eine schande. weltweit sterben immer noch pflegekräfte und ärzte weil impfstoff fehlt. der aufbau grosser produktionsstätten für die ganze welt war uns im letzten jahr zu teuer. industrieländer wollten sich sparsam selbst versorgen. jetzt wird impfstoff gehortet https://t.co/pecphp8ao9;2059;219;148;19:04:16;Mittwoch
2021-05-26;bin heute abend ab 22:50 uhr bei sandra @maischberger zum thema corona im sommer, impfungen für kinder und anderen themen. @abaerbock ist auch dabei. kommentare vorher und nachher sehr willkommen https://t.co/djogpgbcsg;1320;92;349;18:59:01;Mittwoch
2021-05-25;grosse us analyse bestätigt noch einmal die wirksamkeit des lockdowns. eine senkung der mobilität um 10% brachte 2 wochen später eine senkung der inzidenz von 17%. solche studien sind wichtig, um legenden der coronaleugner zu verhindern. https://t.co/hrpzimesfw;5341;658;338;20:16:27;Dienstag
2021-05-25;in den usa kann man in 9 staaten das wachstum der varianten gut vergleichen. es zeigt sich dort auch, dass indische variante wahrscheinlich die ansteckendste ist, vor der brasilianischen und der britischen. da aber die impfungen wirken rechne ich nicht mit welle im sommer. https://t.co/rxwzluxoei;914;90;117;19:55:51;Dienstag
2021-05-25;so sehe ich es auch. in laborstudien wurden schon varianten gezüchtet, die komplett gegen impfungen resistent sind. damit wir diese nicht auch im patienten bekommen muss jetzt global geimpft werden, um die fallzahlen zu senken. https://t.co/lupke4wrpe;1614;161;142;19:02:40;Dienstag
2021-05-25;(2) die viruslast bei b117 ist deutlich höher, darin könnte höhere ansteckung liegen. die studie ist wertvoll, weil sie zeigt, dass im innenraum symptomlose superspreader grösstes risiko darstellen dürften. langfristig würden bessere und schnellere antigentests helfen.;1770;115;59;18:58:45;Dienstag
2021-05-25;(1) wichtige studie, 25.000 pat., von @c_drosten zeigt: kinder und erwachsene ungefähr gleich ansteckend. höchste viruslast und wahrscheinlich ansteckungsrisiko  schon 1-3 tage vor symptombeginn. 9% infizierter „virussuperspreader“ 30% davon symptomlose https://t.co/xgc0x6xtjq;2881;525;170;18:58:44;Dienstag
2021-05-25;"sehr gute nachricht wirkung des moderna impfstoff bei kindern &gt;12 lj. wenn sich daten bestätigen läge schutz vor infektion sehr hoch, könnte 90 % erreichen. da keine schweren nebenwirkungen spricht me alles für schnelles aber freiwilliges impfen der kinder https://t.co/ocfearv7fu";3220;318;426;17:34:21;Dienstag
2021-05-25;danke auch an @unicefgermany für den einsatz in indien. viele kinder verlieren ihre eltern durch covid und brauchen unsere hilfe. hoffentlich spenden noch einige follower! https://t.co/1l77gjlsvw;1236;72;91;14:03:56;Dienstag
2021-05-25;wie angekündigt habe ich auch die restlichen 14.850 € jetzt für kinder coronahilfe in indien gespendet. ich danke allen followern, die ebenfalls spenden. die lage in indien ist eine menschliche katastrophe. https://t.co/i7mpv9x9zk;12166;361;534;10:13:16;Dienstag
2021-05-24;im knochenmark genesener covid patienten auch nach milder erkrankung finden sich b-zellen für eine schnelle neue immunantwort auch monate nach der erkrankung und nach verlust der meisten antikörper. weiterer beleg für gute langfristprognose von impfungen https://t.co/hj4r68xink;3212;295;187;20:00:07;Montag
2021-05-24;es gab fragen: wurde das geld versteuert: na klar. und wieso nur quittung 3.000? obergrenze, rest am dienstag. wird gepostet❤️ https://t.co/0rlweah843;5091;147;451;01:29:14;Montag
2021-05-23;mit 2 monaten verspätung habe ich buchhonorarvorschuss vom 12/2020 an bundestag gemeldet. dabei fiel meinem büro auf, dass alle nebeneinnahmen aus 2018/19, 17.850 € für 4 vorträge, noch nicht gemeldet waren. riesenfehler, für den ich gerade stehe: 17.850 € spende ich für indien https://t.co/we1ckk0sfb;14966;615;1967;23:24:47;Sonntag
2021-05-23;wichtige  info zu wirkung von impfungen gegen indische variante b1.617.2 im neuen uk datensatz: 80,9% wirkung nach 2. impfung. vergleich: britische variante b117 86,8%. nur bei 1. impfung ist wirkung schwach. so ist b1.617.2 gut durch impfung vermeidbar https://t.co/6qlj3lppx1 https://t.co/bcr1ruyuwo;2930;370;342;01:36:21;Sonntag
2021-05-22;im saarland steigt die coronavirus inzidenz offenbar wieder leicht an. die lockerungen dort sind waghalsig und nicht ausreichend abgesichert durch den impffortschritt. wir brauchen noch 2-3 wochen konsequente disziplin.    https://t.co/tzbkhnex5d;3651;465;601;17:41:27;Samstag
2021-05-22;die idee, aus dem esc experiment „zu lernen“, ob grossveranstaltungen mit über 1.000 teilnehmern wieder sicher sind, ist abwegig. weil die besonderen vorkehrungen des experiments und der teilnehmer (hawthorne-effekt) sich nicht auf den alltag übertragen lassen. https://t.co/1jknrfvxsc;1572;103;169;13:59:55;Samstag
2021-05-22;studie ist nur eine von vielen, die zeigen, dass energiewandel viel mehr arbeitsplätze schafft als er abbaut. der mangel an facharbeitskräften ist eine viel zu wenig beachtete bremse der energiewende. jetzt kommt es darauf an, früh viele zu qualifizieren https://t.co/tudqpa16dw;1494;194;89;13:46:41;Samstag
2021-05-22;"die impfbereitschaft in uk ist sehr beeindruckend. bei den &gt; 50 jährigen wird herdenimmunität erreicht. grosse wellen an sterbefällen sind so praktisch ausgeschlossen, auch mit indischer variante. hoffentlich erreichen wir eine ähnlich gute impfquote. dafür müssen wir werben. https://t.co/mexhsos3xi";5510;499;367;12:05:54;Samstag
